soil_moisture,temperature,humidity,label
39.1,32.64,65.91,WATER_SOON
76.53,29.89,80.49,NO_WATER
48.74,34.39,58.77,WATER_SOON
43.42,30.13,47.76,WATER_SOON
91.06,23.95,32.52,NO_WATER
71.07,29.06,92.68,NO_WATER
92.31,26.6,60.11,NO_WATER
73.0,29.11,66.52,NO_WATER
49.6,31.69,70.12,NO_WATER
38.68,27.63,88.04,WATER_SOON
87.42,23.79,74.53,NO_WATER
48.2,29.07,72.94,WATER_SOON
60.04,21.77,67.51,NO_WATER
40.24,36.7,82.4,WATER_SOON
30.7,23.79,96.05,NO_WATER
71.13,25.56,77.27,NO_WATER
48.46,29.21,73.0,NO_WATER
70.17,37.98,56.95,NO_WATER
10.26,15.38,69.11,WATER_SOON
51.68,20.79,53.59,NO_WATER
8.64,26.14,45.37,WATER_NOW
57.13,26.26,57.44,NO_WATER
28.34,29.3,66.25,WATER_SOON
50.03,25.21,70.99,NO_WATER
30.03,28.05,78.46,WATER_SOON
24.96,30.84,46.59,WATER_NOW
48.3,33.54,69.3,WATER_SOON
7.61,32.72,54.41,WATER_NOW
74.22,25.38,76.92,NO_WATER
7.2,32.34,45.07,WATER_NOW
81.75,23.26,61.03,NO_WATER
69.0,27.87,51.7,NO_WATER
16.61,27.55,98.0,WATER_SOON
52.52,35.26,58.25,WATER_SOON
81.96,31.35,67.74,NO_WATER
22.73,21.99,80.16,WATER_SOON
52.61,24.77,69.39,NO_WATER
47.21,32.1,26.33,WATER_SOON
7.23,30.58,50.39,WATER_NOW
36.97,26.93,67.69,WATER_SOON
22.91,32.27,96.81,WATER_SOON
43.81,33.56,50.23,WATER_SOON
87.2,34.25,93.55,NO_WATER
59.76,34.37,85.97,NO_WATER
63.48,35.01,83.8,NO_WATER
50.06,31.63,93.77,NO_WATER
88.14,23.96,77.99,NO_WATER
51.1,35.9,78.29,WATER_SOON
55.47,31.84,77.09,NO_WATER
19.44,25.17,66.89,WATER_SOON
90.26,25.61,75.46,NO_WATER
93.65,24.11,68.72,NO_WATER
15.96,23.58,52.67,WATER_SOON
50.69,27.75,58.76,NO_WATER
75.47,27.95,68.45,NO_WATER
77.13,24.22,22.59,NO_WATER
84.13,21.9,64.92,NO_WATER
91.79,38.31,70.15,NO_WATER
44.11,30.54,82.73,WATER_SOON
94.87,30.05,63.14,NO_WATER
79.27,27.26,56.1,NO_WATER
46.02,28.0,72.65,WATER_SOON
83.22,20.8,60.94,NO_WATER
19.26,30.43,88.37,WATER_NOW
13.35,21.39,58.43,WATER_SOON
33.77,32.95,98.0,WATER_SOON
14.03,22.39,63.97,WATER_SOON
28.17,26.7,69.94,WATER_SOON
64.58,32.66,91.46,NO_WATER
56.44,32.14,81.04,NO_WATER
49.24,29.49,72.17,NO_WATER
42.64,27.68,78.51,WATER_SOON
49.71,27.83,61.11,NO_WATER
84.52,24.92,61.97,NO_WATER
34.48,34.67,46.68,WATER_NOW
63.42,22.77,50.62,NO_WATER
13.49,28.07,72.94,WATER_SOON
39.42,24.1,36.62,WATER_SOON
69.97,29.32,66.31,NO_WATER
50.41,26.2,71.61,NO_WATER
78.32,27.23,39.58,NO_WATER
23.23,22.48,50.08,WATER_SOON
57.17,21.19,60.33,NO_WATER
29.5,36.63,67.87,WATER_NOW
35.96,39.2,65.42,WATER_NOW
66.47,37.53,56.81,WATER_SOON
13.46,22.51,73.34,WATER_SOON
66.61,28.28,77.66,NO_WATER
45.14,26.59,59.32,WATER_SOON
48.15,22.69,74.81,NO_WATER
34.02,29.32,63.38,WATER_SOON
94.02,22.73,36.21,NO_WATER
87.56,37.11,51.47,NO_WATER
69.05,26.11,82.95,NO_WATER
32.97,25.4,89.07,WATER_SOON
10.07,31.96,40.63,WATER_NOW
55.09,18.77,64.47,NO_WATER
41.43,41.1,98.0,WATER_SOON
70.91,25.49,86.49,NO_WATER
9.84,32.11,98.0,WATER_NOW
38.15,41.76,79.42,WATER_NOW
73.77,38.18,74.33,NO_WATER
93.39,35.45,87.49,NO_WATER
21.91,28.67,74.9,WATER_SOON
9.77,28.13,66.94,WATER_NOW
62.34,26.04,50.12,NO_WATER
23.69,30.03,76.85,WATER_SOON
72.37,28.69,75.3,NO_WATER
81.19,23.35,98.0,NO_WATER
46.37,32.24,25.8,WATER_SOON
26.73,22.83,84.66,NO_WATER
73.83,30.67,61.73,NO_WATER
52.28,36.24,78.5,WATER_SOON
72.15,25.94,98.0,NO_WATER
64.96,29.34,86.03,NO_WATER
75.65,21.97,61.79,NO_WATER
27.55,26.45,54.01,WATER_SOON
23.35,23.58,65.54,WATER_SOON
18.71,19.96,72.45,WATER_SOON
55.28,27.37,67.54,NO_WATER
14.07,28.02,63.37,WATER_SOON
27.25,23.1,38.74,WATER_SOON
82.77,37.16,75.91,NO_WATER
93.01,28.66,81.77,NO_WATER
44.3,25.54,52.65,WATER_SOON
65.16,24.23,89.33,NO_WATER
50.52,31.31,66.74,NO_WATER
5.22,29.73,55.04,WATER_NOW
8.59,32.37,51.21,WATER_NOW
29.63,26.96,49.79,WATER_SOON
87.69,31.55,74.94,NO_WATER
13.92,39.47,87.9,WATER_NOW
64.04,30.53,93.35,NO_WATER
68.89,27.27,68.32,NO_WATER
18.36,36.2,77.48,WATER_NOW
55.57,34.24,59.57,WATER_SOON
10.95,34.2,60.16,WATER_NOW
67.83,23.27,67.17,NO_WATER
82.77,25.32,62.63,NO_WATER
85.71,35.85,82.15,NO_WATER
94.79,21.35,54.67,NO_WATER
51.04,36.85,98.0,WATER_SOON
57.84,36.1,92.42,WATER_SOON
18.66,20.86,33.42,WATER_SOON
83.1,41.23,65.18,NO_WATER
12.27,23.1,94.04,WATER_SOON
65.41,28.37,51.46,NO_WATER
54.84,34.22,42.45,WATER_SOON
39.56,34.46,57.21,WATER_SOON
74.82,25.85,71.55,NO_WATER
57.9,31.86,68.76,NO_WATER
52.23,22.56,76.31,NO_WATER
23.22,29.68,85.56,WATER_SOON
20.41,23.61,61.03,WATER_SOON
37.47,28.07,74.86,WATER_SOON
46.6,30.24,79.17,NO_WATER
73.12,28.59,56.93,NO_WATER
63.31,29.7,68.73,NO_WATER
87.37,28.6,43.19,NO_WATER
25.96,28.29,91.08,WATER_SOON
43.26,32.07,52.86,WATER_SOON
60.88,31.37,67.61,NO_WATER
32.8,28.05,49.92,WATER_SOON
75.12,28.51,52.37,NO_WATER
82.72,29.36,54.38,NO_WATER
8.79,28.67,83.8,WATER_SOON
18.82,28.96,84.37,WATER_SOON
66.73,26.04,59.96,NO_WATER
44.0,28.1,71.45,NO_WATER
69.5,32.53,75.97,NO_WATER
85.65,29.23,20.0,NO_WATER
64.41,24.55,40.37,NO_WATER
35.89,25.62,79.88,WATER_SOON
10.87,26.1,60.51,WATER_SOON
91.07,26.91,68.65,NO_WATER
56.08,37.65,56.92,WATER_SOON
16.62,27.4,95.21,WATER_SOON
65.38,34.63,53.56,NO_WATER
13.3,26.92,84.6,WATER_SOON
24.38,28.41,48.53,WATER_NOW
27.18,20.75,60.57,WATER_SOON
57.07,33.16,55.98,WATER_SOON
82.37,37.32,65.3,NO_WATER
68.34,25.82,50.21,NO_WATER
75.25,16.5,66.79,NO_WATER
94.6,24.88,39.04,NO_WATER
68.45,29.07,45.82,NO_WATER
64.0,24.82,93.34,NO_WATER
64.69,34.4,80.86,WATER_SOON
42.67,34.63,59.83,WATER_SOON
27.14,27.38,56.75,WATER_SOON
19.82,25.71,74.93,WATER_SOON
49.81,22.68,56.21,NO_WATER
63.32,26.1,70.53,NO_WATER
19.91,24.93,66.4,WATER_SOON
88.02,28.88,61.2,NO_WATER
22.84,26.85,64.89,WATER_SOON
47.68,20.08,74.85,NO_WATER
35.19,27.78,58.81,WATER_SOON
39.62,31.43,53.29,WATER_SOON
42.23,24.4,87.4,NO_WATER
20.56,24.45,60.52,WATER_SOON
60.37,35.67,81.35,NO_WATER
37.71,28.09,89.82,NO_WATER
30.03,37.68,77.97,WATER_SOON
94.73,27.49,80.81,NO_WATER
79.62,28.94,39.57,NO_WATER
57.56,30.65,65.38,WATER_SOON
60.67,23.08,62.19,NO_WATER
46.94,28.96,56.86,WATER_SOON
83.07,25.49,56.3,NO_WATER
64.55,26.33,73.92,NO_WATER
17.04,23.11,56.15,WATER_SOON
20.87,29.71,50.9,WATER_NOW
51.73,27.66,71.63,NO_WATER
24.04,23.97,70.1,WATER_SOON
54.97,25.57,36.13,NO_WATER
76.93,34.77,82.29,NO_WATER
60.47,19.67,52.53,NO_WATER
39.07,30.26,56.23,WATER_SOON
27.3,26.59,35.41,WATER_SOON
70.82,30.72,72.0,NO_WATER
49.79,28.95,54.14,WATER_SOON
66.68,30.08,57.38,NO_WATER
10.52,32.02,98.0,WATER_NOW
10.19,33.27,54.76,WATER_NOW
45.02,21.78,85.83,NO_WATER
85.62,29.06,59.97,NO_WATER
22.1,28.67,59.63,WATER_NOW
76.55,26.35,64.97,NO_WATER
28.16,26.44,65.52,WATER_SOON
88.24,37.82,31.58,NO_WATER
77.67,23.03,83.07,NO_WATER
44.04,29.36,52.33,WATER_SOON
81.16,33.12,62.11,NO_WATER
77.95,22.07,41.59,NO_WATER
49.49,35.76,73.19,WATER_SOON
34.0,26.26,75.65,WATER_SOON
8.68,22.22,37.85,WATER_NOW
41.38,29.04,65.18,WATER_SOON
5.49,30.02,64.84,WATER_NOW
9.99,30.37,65.16,WATER_NOW
56.65,20.63,84.52,NO_WATER
13.58,15.74,40.62,WATER_SOON
60.29,30.45,88.96,NO_WATER
16.15,27.13,51.26,WATER_SOON
20.06,36.97,72.93,WATER_NOW
80.3,17.22,74.25,NO_WATER
75.46,28.21,53.98,NO_WATER
66.55,34.83,87.95,NO_WATER
77.16,35.68,78.78,NO_WATER
84.48,23.71,51.96,NO_WATER
54.95,28.4,46.24,WATER_SOON
31.4,23.38,69.88,WATER_SOON
24.01,33.18,80.02,WATER_SOON
14.81,21.51,55.1,WATER_SOON
42.25,27.03,89.64,NO_WATER
79.89,25.19,80.94,NO_WATER
8.51,32.62,42.34,WATER_NOW
41.44,29.33,72.83,WATER_SOON
93.61,24.64,61.81,NO_WATER
11.04,26.99,98.0,WATER_SOON
16.81,34.46,75.43,WATER_NOW
85.84,25.2,78.64,NO_WATER
92.01,24.92,69.9,NO_WATER
25.3,37.73,65.81,WATER_NOW
27.01,32.95,98.0,WATER_SOON
40.12,32.64,81.52,WATER_SOON
64.29,34.37,66.78,NO_WATER
19.71,32.93,61.33,WATER_NOW
76.99,23.98,59.32,NO_WATER
72.07,32.03,91.55,NO_WATER
81.35,31.97,74.63,NO_WATER
9.8,32.68,62.38,WATER_NOW
88.49,25.94,87.99,NO_WATER
63.4,36.12,22.04,WATER_SOON
40.77,28.38,74.92,WATER_SOON
9.58,27.25,64.54,WATER_NOW
69.25,20.29,44.82,NO_WATER
34.02,26.74,66.21,WATER_SOON
47.32,30.99,52.25,WATER_SOON
31.33,27.56,95.36,WATER_SOON
45.44,29.61,65.36,WATER_SOON
79.76,18.96,77.29,NO_WATER
24.63,25.58,28.59,WATER_SOON
87.61,27.92,56.02,NO_WATER
56.27,34.27,59.08,WATER_SOON
31.39,29.09,57.34,WATER_SOON
30.5,33.21,87.18,WATER_SOON
27.03,30.24,72.23,WATER_SOON
64.87,31.88,57.98,NO_WATER
60.81,37.69,85.28,NO_WATER
30.47,36.04,40.21,WATER_NOW
94.38,27.4,54.56,NO_WATER
65.95,20.48,51.24,NO_WATER
73.19,29.36,69.79,NO_WATER
68.4,27.98,54.98,NO_WATER
93.04,38.78,85.91,NO_WATER
32.32,33.42,46.53,WATER_SOON
34.7,27.86,44.55,WATER_SOON
5.08,27.61,62.75,WATER_NOW
68.44,35.25,44.21,NO_WATER
19.56,25.26,71.14,WATER_SOON
34.72,28.3,37.76,WATER_SOON
46.33,36.96,63.02,WATER_SOON
81.55,25.56,70.22,NO_WATER
6.39,25.03,74.14,WATER_SOON
21.45,35.55,86.06,WATER_SOON
17.87,33.87,88.65,WATER_NOW
51.97,27.33,59.73,NO_WATER
16.07,25.81,57.34,WATER_SOON
21.48,31.89,76.83,WATER_NOW
63.42,33.82,45.93,NO_WATER
62.12,27.78,51.8,NO_WATER
51.14,27.76,53.68,NO_WATER
89.4,15.0,68.28,NO_WATER
55.51,34.91,54.37,WATER_SOON
26.73,33.66,86.05,WATER_SOON
78.45,28.04,77.46,NO_WATER
74.02,29.97,64.88,NO_WATER
75.38,29.73,40.82,NO_WATER
91.42,22.12,60.64,NO_WATER
60.79,23.45,66.91,NO_WATER
61.34,24.8,58.81,NO_WATER
35.57,29.9,61.8,WATER_SOON
62.23,21.99,84.32,NO_WATER
55.48,22.85,67.47,NO_WATER
58.3,31.72,80.68,NO_WATER
43.97,31.08,89.85,NO_WATER
73.82,35.91,38.28,NO_WATER
32.22,23.85,52.15,WATER_SOON
46.73,24.62,59.51,NO_WATER
14.13,28.65,72.74,WATER_SOON
67.42,28.41,63.71,NO_WATER
67.28,31.86,57.39,NO_WATER
66.29,32.52,20.0,WATER_SOON
66.41,28.86,41.91,NO_WATER
60.59,33.32,48.54,NO_WATER
27.65,28.81,57.44,WATER_SOON
6.06,21.56,54.84,WATER_SOON
52.68,27.39,23.97,WATER_SOON
13.56,25.26,66.54,WATER_SOON
43.06,30.22,52.32,WATER_SOON
71.58,32.37,49.56,NO_WATER
88.33,31.31,86.16,NO_WATER
60.22,30.0,80.75,NO_WATER
52.82,30.27,51.28,WATER_SOON
64.35,27.36,55.3,NO_WATER
73.05,26.01,98.0,NO_WATER
60.29,26.1,90.2,NO_WATER
12.52,28.1,64.11,WATER_NOW
14.27,33.22,53.92,WATER_NOW
5.83,27.75,89.02,WATER_NOW
9.43,18.7,68.21,WATER_SOON
62.56,39.42,63.36,WATER_SOON
45.61,27.45,68.52,NO_WATER
83.74,34.6,79.42,NO_WATER
13.27,25.04,72.9,WATER_SOON
90.06,29.59,50.87,NO_WATER
19.71,26.84,70.39,WATER_SOON
42.22,28.69,73.14,WATER_SOON
21.91,38.86,93.55,WATER_NOW
41.77,28.9,55.31,WATER_SOON
12.3,28.17,95.78,WATER_SOON
65.71,23.26,43.37,NO_WATER
83.08,27.79,79.67,NO_WATER
85.32,32.98,47.39,NO_WATER
59.65,32.82,98.0,NO_WATER
36.79,30.03,54.2,WATER_SOON
87.44,31.06,40.46,NO_WATER
32.19,35.33,98.0,WATER_SOON
66.36,30.13,89.35,NO_WATER
57.76,32.03,67.5,NO_WATER
55.79,26.91,76.65,NO_WATER
18.32,26.94,53.29,WATER_SOON
13.92,28.77,44.4,WATER_SOON
43.62,33.61,75.3,WATER_SOON
94.9,28.85,27.04,NO_WATER
7.36,27.99,71.77,WATER_NOW
43.29,20.53,98.0,NO_WATER
42.09,27.56,57.27,WATER_SOON
52.87,37.87,43.84,WATER_SOON
85.96,37.64,55.47,NO_WATER
50.9,25.54,88.28,NO_WATER
6.24,23.23,68.72,WATER_SOON
51.88,30.37,71.08,NO_WATER
32.24,37.48,81.71,WATER_SOON
75.44,36.05,60.65,NO_WATER
60.37,29.7,88.51,NO_WATER
83.9,27.68,91.48,NO_WATER
57.88,26.43,62.59,NO_WATER
30.95,35.83,60.39,WATER_NOW
38.25,22.38,86.51,NO_WATER
92.68,32.82,20.0,NO_WATER
22.37,39.49,95.5,WATER_NOW
77.54,35.55,88.23,NO_WATER
43.41,26.76,75.7,NO_WATER
74.53,24.78,78.24,NO_WATER
10.19,28.79,87.38,WATER_SOON
6.9,27.58,20.0,WATER_NOW
13.24,25.01,48.21,WATER_NOW
5.1,28.32,69.63,WATER_NOW
47.83,32.1,52.83,WATER_SOON
70.11,24.92,54.33,NO_WATER
65.73,26.91,86.01,NO_WATER
18.44,34.95,42.48,WATER_NOW
51.43,22.85,42.51,NO_WATER
89.72,31.82,51.01,NO_WATER
90.76,33.85,55.45,NO_WATER
20.75,34.81,78.7,WATER_NOW
10.18,23.5,96.4,WATER_SOON
5.66,29.98,62.33,WATER_NOW
29.33,26.36,42.12,WATER_NOW
15.66,32.95,98.0,WATER_NOW
29.56,23.21,69.32,WATER_SOON
60.72,32.74,29.8,WATER_SOON
19.84,24.85,66.45,WATER_SOON
33.43,28.7,63.97,WATER_SOON
89.96,15.42,63.59,NO_WATER
66.81,29.04,63.95,NO_WATER
92.8,19.97,53.52,NO_WATER
27.24,30.56,59.03,WATER_SOON
10.45,27.82,61.79,WATER_NOW
13.57,34.9,63.99,WATER_NOW
72.91,32.22,70.7,NO_WATER
18.82,17.33,67.45,WATER_SOON
42.66,27.83,73.51,WATER_SOON
20.12,36.46,43.92,WATER_NOW
68.86,37.8,50.19,WATER_SOON
5.44,26.13,61.13,WATER_NOW
24.02,33.62,54.79,WATER_NOW
72.03,38.99,84.93,NO_WATER
59.07,26.63,44.49,NO_WATER
79.51,15.85,50.08,NO_WATER
11.75,28.05,82.57,WATER_SOON
22.33,36.13,43.81,WATER_NOW
86.77,36.97,88.5,NO_WATER
90.85,26.75,41.3,NO_WATER
73.59,28.39,70.98,NO_WATER
21.97,32.44,68.68,WATER_NOW
11.31,24.79,52.18,WATER_NOW
57.22,27.09,65.25,NO_WATER
90.78,28.05,50.71,NO_WATER
35.94,30.14,52.62,WATER_SOON
7.67,21.78,67.27,WATER_SOON
70.8,22.02,77.4,NO_WATER
91.45,35.18,68.13,NO_WATER
48.33,25.84,70.97,WATER_SOON
29.72,35.1,70.42,WATER_NOW
86.23,29.88,71.06,NO_WATER
79.54,24.8,69.34,NO_WATER
15.75,35.54,71.13,WATER_NOW
60.35,26.01,73.18,NO_WATER
73.09,25.25,76.31,NO_WATER
36.7,27.33,72.04,NO_WATER
88.57,26.47,74.14,NO_WATER
43.91,25.53,89.74,WATER_SOON
7.76,24.07,57.61,WATER_SOON
81.0,31.5,69.98,NO_WATER
59.97,18.91,31.0,NO_WATER
63.81,30.9,98.0,NO_WATER
92.79,19.02,40.01,NO_WATER
92.44,34.29,72.87,NO_WATER
94.21,24.64,90.44,NO_WATER
9.33,29.38,55.55,WATER_NOW
93.82,28.98,74.78,NO_WATER
57.74,27.31,85.37,NO_WATER
15.07,22.89,61.67,WATER_SOON
18.12,29.14,98.0,WATER_SOON
94.98,22.09,54.49,NO_WATER
94.26,31.57,98.0,NO_WATER
21.81,24.65,25.71,WATER_SOON
68.37,27.07,92.95,NO_WATER
61.12,28.55,66.22,NO_WATER
26.09,24.99,93.66,WATER_SOON
85.03,25.69,98.0,NO_WATER
61.34,27.83,74.87,NO_WATER
37.43,29.29,96.61,NO_WATER
21.0,27.08,63.93,WATER_SOON
73.67,33.44,63.77,NO_WATER
27.48,32.72,62.3,WATER_SOON
84.4,28.78,98.0,NO_WATER
25.93,26.61,48.4,WATER_SOON
40.65,25.35,91.94,NO_WATER
11.42,20.57,60.83,WATER_SOON
41.01,31.56,74.53,WATER_SOON
10.31,33.27,93.21,WATER_NOW
17.69,27.72,56.68,WATER_SOON
82.63,24.42,60.66,NO_WATER
63.96,26.84,70.81,NO_WATER
66.32,26.12,75.4,NO_WATER
74.55,30.67,90.91,NO_WATER
29.38,33.67,78.02,WATER_SOON
27.83,31.19,63.15,WATER_SOON
65.57,27.42,73.31,NO_WATER
27.54,22.47,55.42,WATER_SOON
72.07,36.85,67.4,NO_WATER
12.63,25.15,63.75,WATER_SOON
19.42,29.78,74.39,WATER_NOW
5.09,29.04,45.5,WATER_NOW
27.79,25.77,63.62,WATER_SOON
76.84,29.0,70.71,NO_WATER
51.74,29.75,82.1,NO_WATER
60.15,33.88,68.3,NO_WATER
16.15,25.69,90.15,WATER_SOON
46.02,42.0,91.08,WATER_SOON
72.71,22.93,98.0,NO_WATER
33.63,30.04,60.69,WATER_SOON
13.47,32.2,66.79,WATER_NOW
45.49,34.46,54.4,WATER_SOON
68.85,21.71,29.29,NO_WATER
22.98,30.96,70.08,WATER_SOON
62.95,22.6,80.73,NO_WATER
76.17,21.09,45.48,NO_WATER
15.63,22.7,91.63,WATER_SOON
12.46,29.51,49.83,WATER_NOW
31.2,26.75,98.0,WATER_SOON
9.41,29.82,63.93,WATER_NOW
41.21,26.45,53.37,NO_WATER
43.51,32.35,56.22,WATER_SOON
72.11,33.28,75.04,NO_WATER
11.74,30.07,94.51,WATER_SOON
69.56,40.37,82.26,NO_WATER
17.89,27.94,61.26,WATER_SOON
19.49,27.38,82.66,WATER_SOON
57.7,31.49,67.46,NO_WATER
29.52,28.24,64.24,WATER_SOON
55.58,35.26,52.94,WATER_SOON
26.39,21.72,79.61,WATER_SOON
77.09,36.43,79.23,NO_WATER
12.64,32.9,57.2,WATER_NOW
10.76,34.95,60.93,WATER_NOW
25.4,38.62,31.71,WATER_NOW
20.51,26.56,83.39,WATER_SOON
17.83,34.76,76.84,WATER_NOW
5.36,21.97,61.91,WATER_NOW
42.73,25.07,83.42,NO_WATER
73.63,32.83,73.52,NO_WATER
7.78,24.22,65.65,WATER_NOW
79.73,27.46,76.83,NO_WATER
81.69,30.69,55.16,NO_WATER
74.74,34.08,64.84,NO_WATER
57.28,29.95,61.34,NO_WATER
71.01,19.44,82.95,NO_WATER
92.46,26.76,39.23,NO_WATER
80.3,26.65,20.0,NO_WATER
70.65,36.92,81.68,NO_WATER
25.55,25.38,58.37,WATER_SOON
43.7,29.97,67.29,WATER_SOON
72.8,23.62,75.72,NO_WATER
34.28,29.32,85.21,WATER_SOON
40.14,21.64,58.73,NO_WATER
85.56,28.03,80.22,NO_WATER
72.21,25.34,42.03,NO_WATER
38.63,35.44,57.69,WATER_NOW
64.3,24.79,98.0,NO_WATER
31.81,24.35,89.47,NO_WATER
72.6,24.06,60.23,NO_WATER
49.82,21.88,75.14,NO_WATER
91.51,29.01,98.0,NO_WATER
72.31,26.39,92.47,NO_WATER
17.47,25.84,79.81,WATER_SOON
53.53,36.26,60.26,WATER_SOON
24.73,32.18,76.2,WATER_SOON
32.76,29.5,53.16,WATER_SOON
60.22,26.12,36.16,NO_WATER
67.48,32.98,54.53,NO_WATER
58.82,24.4,65.8,NO_WATER
20.16,23.3,90.05,WATER_SOON
34.83,30.8,56.9,WATER_SOON
26.05,23.19,33.48,WATER_SOON
42.2,27.87,30.56,WATER_SOON
78.13,24.26,43.0,NO_WATER
87.47,30.44,77.27,NO_WATER
8.35,30.05,54.36,WATER_NOW
81.9,27.09,98.0,NO_WATER
66.12,28.87,73.62,NO_WATER
9.26,27.13,33.66,WATER_NOW
56.29,25.87,57.36,NO_WATER
88.63,25.03,78.77,NO_WATER
57.72,26.27,71.55,NO_WATER
64.2,23.77,67.51,NO_WATER
35.61,27.45,35.46,WATER_SOON
79.36,22.2,69.99,NO_WATER
73.43,34.05,68.96,NO_WATER
57.13,29.02,50.3,NO_WATER
75.55,19.31,60.77,NO_WATER
30.11,27.17,87.44,WATER_SOON
78.07,15.79,52.07,NO_WATER
39.92,25.32,77.19,NO_WATER
59.56,39.08,36.41,WATER_SOON
91.19,26.39,74.03,NO_WATER
71.01,27.88,40.19,NO_WATER
56.47,23.69,22.12,NO_WATER
54.86,30.56,86.64,WATER_SOON
11.47,31.52,86.58,WATER_NOW
78.04,34.18,86.92,NO_WATER
39.32,21.94,72.37,NO_WATER
6.84,32.99,58.28,WATER_NOW
76.58,24.19,61.14,NO_WATER
45.85,31.19,70.11,WATER_SOON
60.45,33.97,47.19,NO_WATER
65.67,34.19,53.85,NO_WATER
5.15,28.34,64.97,WATER_NOW
46.27,33.88,86.58,WATER_SOON
46.6,24.85,77.01,NO_WATER
42.06,24.78,39.89,NO_WATER
93.27,31.8,71.64,NO_WATER
70.27,38.83,91.96,NO_WATER
6.27,29.66,52.64,WATER_NOW
47.47,26.12,52.95,NO_WATER
9.27,34.19,44.26,WATER_NOW
47.0,33.49,66.31,WATER_SOON
86.61,35.76,82.18,NO_WATER
25.28,26.5,45.35,WATER_SOON
91.37,26.71,84.83,NO_WATER
52.85,28.91,68.57,WATER_SOON
34.63,31.17,95.97,WATER_SOON
41.78,33.55,59.82,WATER_SOON
61.79,27.09,76.75,NO_WATER
86.19,29.48,54.33,NO_WATER
13.16,21.01,74.21,WATER_SOON
55.75,31.78,65.23,WATER_SOON
46.73,31.47,50.48,WATER_SOON
10.65,29.15,20.13,WATER_NOW
58.13,29.57,95.35,NO_WATER
6.08,32.57,61.42,WATER_NOW
49.03,32.1,72.53,WATER_SOON
81.9,29.68,53.98,NO_WATER
18.84,24.36,72.5,WATER_SOON
15.27,36.29,77.23,WATER_NOW
21.78,37.67,44.8,WATER_NOW
46.64,29.11,73.07,WATER_SOON
84.02,18.85,64.84,NO_WATER
57.33,19.42,66.92,NO_WATER
21.71,19.61,92.74,WATER_SOON
77.5,31.93,93.95,NO_WATER
81.26,28.55,58.14,NO_WATER
42.05,36.96,71.23,WATER_SOON
17.95,30.77,85.24,WATER_NOW
89.23,24.84,65.78,NO_WATER
93.51,33.75,58.33,NO_WATER
71.75,29.04,56.76,NO_WATER
90.61,30.21,51.22,NO_WATER
44.42,24.93,65.56,WATER_SOON
64.84,26.3,70.07,NO_WATER
67.71,33.88,67.4,NO_WATER
25.36,23.35,98.0,WATER_SOON
56.37,37.97,83.81,WATER_SOON
12.77,32.82,33.52,WATER_NOW
55.11,26.56,28.0,NO_WATER
41.77,21.79,88.74,NO_WATER
90.49,25.81,33.91,NO_WATER
28.94,30.5,55.7,WATER_SOON
77.17,28.41,86.8,NO_WATER
84.15,32.34,71.37,NO_WATER
49.72,27.41,64.42,WATER_SOON
7.54,33.05,59.07,WATER_NOW
45.34,36.74,35.33,WATER_SOON
64.4,28.68,52.47,NO_WATER
47.4,22.98,69.71,NO_WATER
10.16,27.15,65.18,WATER_NOW
82.04,28.09,30.03,NO_WATER
33.25,29.81,63.86,WATER_SOON
42.96,28.02,71.89,WATER_SOON
24.47,24.81,59.81,WATER_SOON
32.52,21.51,63.46,WATER_SOON
14.85,33.12,62.03,WATER_NOW
70.85,27.78,70.01,NO_WATER
19.35,18.94,71.15,WATER_SOON
75.48,29.78,83.6,NO_WATER
20.47,27.21,89.4,WATER_SOON
8.81,23.23,48.47,WATER_NOW
23.02,32.32,88.85,WATER_SOON
75.05,31.83,45.27,NO_WATER
12.99,23.42,40.41,WATER_NOW
53.46,19.11,35.6,NO_WATER
24.24,20.66,65.17,WATER_SOON
39.61,26.38,26.46,WATER_SOON
8.5,42.0,56.07,WATER_NOW
30.54,29.67,78.62,WATER_SOON
94.02,27.63,65.03,NO_WATER
31.14,27.82,92.75,WATER_SOON
7.89,16.89,88.96,WATER_SOON
43.82,29.45,33.5,WATER_SOON
94.59,31.11,52.3,NO_WATER
94.95,31.35,55.34,NO_WATER
72.21,26.94,63.09,NO_WATER
62.81,26.64,98.0,NO_WATER
8.49,35.08,91.1,WATER_NOW
86.01,28.3,60.68,NO_WATER
11.33,26.06,23.59,WATER_NOW
58.44,27.68,98.0,NO_WATER
84.05,28.77,56.26,NO_WATER
44.53,29.77,74.98,WATER_SOON
11.06,31.02,96.38,WATER_SOON
84.39,28.34,38.84,NO_WATER
83.72,22.52,87.2,NO_WATER
23.05,25.37,95.3,WATER_SOON
40.78,17.99,53.15,NO_WATER
20.7,29.09,96.61,WATER_SOON
45.59,26.78,61.68,WATER_SOON
11.27,31.66,58.63,WATER_NOW
14.45,29.17,41.04,WATER_NOW
91.79,31.19,61.11,NO_WATER
33.11,27.8,75.34,WATER_SOON
83.83,29.88,69.18,NO_WATER
69.82,24.97,61.47,NO_WATER
63.68,27.06,74.45,NO_WATER
31.22,29.39,71.86,WATER_SOON
67.0,32.68,83.81,NO_WATER
73.1,21.95,46.82,NO_WATER
68.9,28.16,81.84,NO_WATER
46.67,31.6,56.58,NO_WATER
20.48,25.53,50.68,WATER_NOW
74.34,30.47,62.64,NO_WATER
59.92,29.95,43.47,WATER_SOON
